읍면동,민박명,소재지,데이터기준일
한경면,더프라이빗민박,한경면 신창상동길 20-1,20211123
한경면,예스민박,한경면 저지12길 60-2,20211123
한경면,구름비낭민박,한경면 판포중2길 15,20211123
한경면,모드락하우스,한경면 두모11길 27,20211123
한경면,오름민박,한경면 중산간서로 3662,20211123
한경면,꽃향기바다소리,한경면 판조로 29,20211123
한경면,아시민박,한경면 저지12길 62-3,20211123
한경면,바사팬스파,한경면 한경해안로 448-6,20211123
한경면,제주에내집,한경면 고산로 39-2,20211123
한경면,리움,한경면 중산간서로 3701,20211123
한경면,무궁화,한경면 일주서로 4059,20211123
한경면,에덴통나무빌리지,한경면 명이1길 32,20211123
한경면,느르왓,한경면 고산중길 23,20211123
한경면,서쪽하늘 제1호,한경면 한장중길 24-3,20211123
한경면,서쪽하늘 제2호,한경면 한장중길 24-3,20211123
한경면,시로2,"한경면 신창상동길 20-1, 2호",20211123
한경면,시로3,"한경면 신창상동길 20-1, 3호",20211123
한경면,vivere 906,한경면 판조로 273-11,20211123
한경면,고산예쁜집,한경면 일주서로 3752-1,20211123
한경면,제주애아리,한경면 신창2길 1,20211123
한경면,수집(돔박수월),한경면 중산간서로 3153,20211123
한경면,고장난벽시계,한경면 고산로4길 24,20211123
한경면,바언제주(바람의언덕),한경면 녹차분재로 827-53,20211123
한경면,바람개비,한경면 한경해안로 474-28,20211123
한경면,친정집민박,한경면 고산로 50,20211123
한경면,한그루게스트하우스,한경면 주전길 92-54,20211123
한경면,블랙스톤펜션,한경면 판포4길 27,20211123
한경면,와랑게스트하우스,한경면 주전길 92-17,20211123
한경면,곰아저씨네,한경면 두모1길 16,20211123
한경면,배배게스트하우스,한경면 신창1길 20,20211123
한경면,제주가족펜션꿀하우스,한경면 한경해안로 474-26(D동),20211123
한경면,효도민박,한경면 복호로 30,20211123
한경면,풍차와노을,한경면 한경해안로 474-26(B동),20211123
한경면,본보야지(Bon Voyage),한경면 용수길 145,20211123
한경면,shiro 1(시로 1),"한경면 신창상동길 20-1, 1호",20211123
한경면,미르의 샘,한경면 용금로 3-6,20211123
한경면,용수길 114,한경면 용수길 114,20211123
한경면,제주애단비,한경면 산양4길 27-2,20211123
한경면,모퉁이작은집,한경면 일주서로 4530,20211123
한경면,흰고래 숨비,한경면 용수3길 56-9,20211123
한경면,금토일,한경면 판포2길 28-16,20211123
한경면,MIEUM,한경면 주가흘길 12,20211123
한경면,명원팜민박,한경면 중산간서로 3791-1,20211123
한경면,알가름,한경면 두모1길 25,20211123
한경면,까망하우스,한경면 주전길 30-26(나동),20211123
한경면,메종손드물,한경면 일주서로 4459-10,20211123
한경면,메종드제주,한경면 두모5길 60(3동),20211123
한경면,산양민박,한경면 중산간서로 3186-1,20211123
한경면,자락,한경면 용고로 260-105,20211123
한경면,피우다민박,한경면 저지12길 60-4,20211123
한경면,엉알게스트하우스,한경면 고조로 24,20211123
한경면,청수리아파트,한경면 청수서2길 96,20211123
한경면,사면초가,한경면 판조로 62,20211123
한경면,제주드레곤하우스,한경면 연명로 13-2,20211123
한경면,선셋게스트하우스,한뎡면 용고로 230,20211123
한경면,이룸빌리지,한경면 금등4길 76,20211123
한경면,맑음,한경면 판포중길 63,20211123
한경면,올리브네(Olive ne),한경면 두신로 89,20211123
한경면,블루썸,한경면 두모7길 19,20211123
한경면,이룸빌리지 Ⅰ,한경면 금등4길 74-9,20211123
한경면,씨 사이드 뷰,한경면 한경해안로 190,20211123
한경면,서쪽강생이,"한경면 청수로 159-40, 3동",20211123
한경면,호호게스트,한경면 고산남4길 28,20211123
한경면,메밀꽃일다,한경면 낙천4길 7,20211123
한경면,오색귤민박체험농장,한경면 청수서4길 66,20211123
한경면,시에따이,한경면 연명로 4,20211123
한경면,500일의 썸머,한경면 저지12길 60-25,20211123
한경면,저바다에누워,한경면 판조로 3-5,20211123
한경면,아진키즈풀빌라,한경해안로 232-25,20211123
한경면,아진키즈풀빌라Ⅰ,한경해안로 232-27,20211123
한경면,두모가,한경면 두모3길 24-4 A동,20211123
한경면,두모가 J,한경면 두모3길 24-4 B동,20211123
한경면,빈티지제주,한경면 주전길 98-1,20211123
한경면,제주반디하우스,한경면 청수동4길 106,20211123
한경면,용수보룸,한경면 용수1길 90-1,20211123
한경면,바당정원,한경면 판조로 23 마동,20211123
한경면,언니네수족관게스트하우스,한경면 용수3길 38,20211123
한경면,만택이네돌담집,한경면 고산남5길 17,20211123
한경면,스테이.스며들다,한경면 용수2길 24-4,20211123
한경면,이끌림,제주시 한경면 저지1길 6-3,20211123
한경면,제주섬마리,한경면 용당1길 29,20211123
한경면,이안하우스,한경면 용수길 119-5,20211123
한경면,홈치펜션,한경면 고조로 522-4,20211123
한경면,물댄동산,한경면 낙조길 178-45(2동),20211123
한경면,엄마집,한경면 저지6길 5,20211123
한경면,스테이 늘랑,한경면 판포중2길 7,20211123
한경면,제주마중in판포,한경면 일주서로 4533-29,20211123
한경면,레이지템플,한경면 판포중길 33-35,20211123
한경면,스튜디오노이,한경면 저지12길 9,20211123
한경면,VIA PANPO,한경면 일주서로 4716-14,20211123
한경면,청수1789,한경면 중산간서로 3547-118,20211123
한경면,서쪽강생이Ⅰ,"한경면 청수로 159-40, 2동",20211123
한경면,청수560,한경면 청수동4길 64-3,20211123
한경면,북촌민박,한경면 연명로 564-4,20211123
한경면,제주어머니집,한경면 중산간서로 3427,20211123
한경면,버튼숲,한경면 고조로 311-8,20211123
한경면,보스톤,한경면 낙수로 275,20211123
한경면,수월봉가는길,한경면 노을해안로 982-8,20211123
한경면,바램이머무는곳,한경면 두모7길 22-14,20211123
한경면,수방지영,한경면 녹차분재로 594-3,20211123
한경면,더단빌리지,한경면 고락로 100,20211123
한경면,살강,한경면 고산남8길 16,20211123
한경면,바당정원2,한경면 판조로 23 가동,20211123
한경면,에덴통나무빌리지 나동,"한경면 명이1길 32, 나동",20211123
한경면,판포리 라망,한경면 판조로 47-1,20211123
한경면,레브,한경면 한경해안로 474-30,20211123
한경면,석양이 아름다운집,한경면 한원서길 41,20211123
한경면,제주지은이네타운하우스,"한경면 낙조길 283, 4동",20211123
한경면,제주웨스트,한경면 주전길 94-31,20211123
한경면,제주시로네민박,한경면 용수1길 101,20211123
한경면,소소오늘,한경면 두모1길 10-20,20211123
한경면,제주의별밤,한경면 용금로 211-13,20211123
한경면,제주 아도록,한경면 판포중2길 7-3,20211123
한경면,이층집,한경면 낙조길 285,20211123
한경면,웨스트힐,"한경면 주전길 56-1, 3동",20211123
한경면,솔레올레,"한경면 주전길 56-1, 1동",20211123
한경면,농부와돌집민박,한경면 중산간서로 3285,20211123
한경면,다령이네민박,한경면 한경해안로 256,20211123
한경면,아리아 Ⅰ,"한경면 노을해안로 1174-1,나동",20211123
한경면,아리아 Ⅱ,"한경면 노을해안로 1174-1,다동",20211123
한경면,아리아 Ⅲ,"한경면 노을해안로 1174-1,라동",20211123
한경면,고산이랑,한경면 고산서1길 27-23,20211123
한경면,효민이네 하우스,"한경면 낙원로 158-1, 103동",20211123
한경면,솔리테리,한경면 고산로5길 10,20211123
한경면,르 메종 제주,한경면 한원동길 20,20211123
한경면,로맨스 파파,"한경해안로 474-20, 1동",20211123
한경면,바당정원Ⅰ,"한경면 판조로 23, 나동",20211123
한경면,살강민박,한경면 고산로6길 3-8,20211123
한경면,나지요네,한경면 대한로 800-2,20211123
한경면,maison de jeju,"한경면 두모5길 60, 2동",20211123
한경면,MBG 해피하우스,한경면 중산간서로 3354,20211123
한경면,수월봉민박,한경면 노을해안로 1249-8,20211123
한경면,오몽오몽하우스,한경면 고산남8길 11,20211123
한경면,후니미니,한경면 낙수로 145-16,20211123
한경면,"미리내,제주",한경면 고산서3길 124-9,20211123
한경면,제주늘보의 오후,한경면 한경해안로 176,20211123
한경면,신창윤업사(THE BED),한경면 두신로 34,20211123
한경면,금등이,한경면 금등4길 16-5,20211123
한경면,시재시재,한경면 조수2길 25,20211123
한경면,숲속집,"한경면 녹차분재로 594-4,4동",20211123
한경면,우주오리,한경면 저지12길 62-14,20211123
한경면,제주아이,한경면 용당1길 24,20211123
한경면,오션 포인트,한경면 판포동1길 33-33,20211123
한경면,즐거운 우리집,한경면 판포동1길 38,20211123
한경면,무뚱하우스Ⅰ,한경면 중산간서로 3276-6,20211123
한경면,라빌레뜨,한경면 금등대안3길 42-8,20211123
한경면,바람아래,한경면 판포4길 23,20211123
한경면,스테이 일미터,한경면 용수1길 89-15,20211123
한경면,서정적인,한경면 신창5길 10,20211123
한경면,파람스테이,한경면 한경해안로 470,20211123
한경면,사이,한경면 판포중1길 9-46,20211123
한경면,포레스트반디 민박,한경면 청수동7길 18-40,20211123
한경면,제주엘펜션,한경면 저지12길 72-4,20211123
한경면,조수리 플로어,한경면 조수7길 6,20211123
한경면,꽃과 그늘,한경면 판조로 367,20211123
한경면,제주집 두모공,한경면 두모11길 49,20211123
한경면,판포바다향기,한경면 판포동1길 33-37,20211123
한경면,저지1521,한경면 저지1길 21-1,20211123
한경면,수리담,한경면 용수3길 31,20211123
한경면,제주느낌,한경면 금등4길 86-3,20211123
한경면,제미바릇,한경면 두모7길 33-1,20211123
한경면,청수리오즈네,한경면 청수동9길 9,20211123
한경면,잠자는바이크,한경면 용금로 206,20211123
한경면,헬로반디,한경면 청수동8길 4,20211123
한경면,날으는자전거,한경면 고산로4길 45-2,20211123
한경면,제주와서,한경면 용당2길 17,20211123
한경면,이정자농원,한경면 청수서5길 1-19,20211123
한경면,불란지스테이,한경면 청수로 13-5,20211123
한경면,깨비네,"한경면 낙조길 283, 7호",20211123
한경면,에메랄드케슬,한경면 판포동1길 112-30,20211123
한경면,옥희농장,한경면 청수동3길 11,20211123
한경면,두모리에리조트,한경면 두모11길 52-1,20211123
한경면,디스빌Ⅰ,한경면 금등2길 14-2,20211123
한경면,디스빌Ⅱ,한경면 금등2길 14-6,20211123
한경면,삼춘,한경면 판포동1길 33-35,20211123
한경면,백패커스빌라제주,한경면 용수3길 21-1,20211123
한경면,깊은하루,한경면 주전길 82,20211123
한경면,바당소나이민박,한경면 두모1길 17,20211123
한경면,간지박스,한경면 용당길 51,20211123
한경면,YES,한경면 일주서로 4549,20211123
한경면,"과랑,펠롱 민박",한경면 산양4길 30,20211123
한경면,해거름길,"한경면 신한로 140-16, 가동",20211123
한경면,판포바람,한경면 판포동1길 33-31,20211123
한경면,오오오하우스,"한경면 대한로 800-12, C동",20211123
한경면,판포보름,"한경면 판포동1길 119, 102호",20211123
한경면,판포리 135,한경면 판포1길 35,20211123
한경면,텔레스코프,한경면 저지6길 20,20211123
한경면,꼬닥꼬닥,한경면 판포중2길 5-1,20211123
한경면,화우재,"한경면 주가흘길 32-1, 2층",20211123
한경면,엉알이모야,한경면 청수서2길 94-2,20211123
한경면,토끼발,한경면 복호로 71-22,20211123
한경면,VIVANT,한경면 복호로 24-1,20211123
한경면,이레스테이,한경면 판포중길 48,20211123
한경면,제주제이스타,한경면 대한로 800-28,20211123
한경면,비치나,한경면 주전길 52-1,20211123
한경면,탐나라,한경면 판포4길 41-33,20211123
한경면,지인이네민박,한경면 용금로 740,20211123
한경면,귤꽃스테이,한경면 불그못로 76,20211123
한경면,정낭,한경면 연명로 564-2,20211123
한경면,소공원,한경면 용금로 849,20211123
한경면,스테이소소호강,한경면 판포중2길 21-67,20211123
한경면,고산별곡,한경면 고산로2길 6-3,20211123
한경면,그리하오,한경면 주가흘길 34,20211123
한경면,제주역 게스트하우스,한경면 노을해안로 1171,20211123
한경면,낙천리장,한경면 낙조길 33-32,20211123
한경면,노을정원,한경면 금등4길 74-38,20211123
한경면,오형제,한경면 신한로 183-28,20211123
한경면,웃음과향기가있는집,한경면 신정로 187-3,20211123
한경면,시골길,한경면 신창상서길 9-59,20211123
한경면,유가네곰탕 앤 인연게스트하우스,한경면 한장중길 4,20211123
한경면,두레,한경면 한경해안로 438,20211123
한경면,3592,한경면 중산간서로 3592,20211123
한경면,판포2060,한경면 판포동2길 18,20211123
한경면,제주더휴,한경면 용금로 670,20211123
한경면,판포랑스,한경면 판포동2길 32,20211123
한경면,윈드밀106,한경면 두모1길 106,20211123
한경면,윈드밀108,한경면 두모1길 108,20211123
한경면,비엔알제주,한경면 판포중2길 21-26,20211123
한경면,팰롱팰롱,한경면 판포중2길 21-76,20211123
한경면,제주애물들다,한경면 고조로 492-8,20211123
한경면,판포홈,"한경면 판포동1길 130,가동",20211123
한경면,호사,한경면 용수1길 62-37,20211123
한경면,하루애제주STAY,한경면 고조로 492-6,20211123
한경면,조브라더스게스트하우스,한경면 두모11길 46,20211123
한경면,스치로다,한경면 고조로 311-10,20211123
한경면,M&M,한경면 고조로 323,20211123
한경면,제주스테이,한경면 용수길 104-28,20211123
한경면,새론별장,한경면 판포동2길 34,20211123
한경면,각이진별,한경면 명이1길 6,20211123
한경면,삼삼구옥,한경면 두신로 33,20211123
한경면,제품스테이,한경면 연명로 386,20211123
한경면,므느네,한경면 일주서로 3654-70,20211123
한경면,일상의집,한경면 금등2길 41,20211123
한경면,MOLLY,한경면 판포중2길 4,20211123
한경면,오운제주,한경면 성굴로2길 8,20211123
한경면,서림민박,한경면 금등4길 136,20211123
한경면,웃음과향기가있는집,한경면 신정로 187-2,20211123
한경면,제주애 반하다,한경면 고조로 492-4,20211123
한경면,용민박,한경면 일주서로 4600-45,20211123
한경면,지니하우스,한경면 성굴로 36,20211123
한경면,쉴쿠다,한경면 중산간서로 3357-15,20211123
한경면,조수STAY,한경면 불그못로 61,20211123
한경면,탐라휴가(休家),한경면 성굴로3길 57-1,20211123
한경면,박사장네별장집,한경면 판포중길 65,20211123
한경면,옹하우스,한경면 한경해안로 420,20211123
한경면,서쪽아이,한경면 금등4길 149-34,20211123
한경면,낙원로150,한경면 낙원로 150,20211123
한경면,감자꽃,"한경면 낙조길 283, 3동",20211123
한경면,혜윰,한경면 불그못로 78,20211123
한경면,금등스테이199,한경면 금등4길 130-44,20211123
한경면,마르타하우스,한경면 용금로 402-2,20211123
한경면,더림,한경면 용수길 104-47,20211123
한경면,낙천집,한경면 낙산로 21,20211123
한경면,be my isle,한경면 대한로 956-19,20211123
한경면,월든,한경면 중산간서로 3547-42,20211123
한경면,제주에산다면,한경면 용금로 545,20211123
한경면,예덕민박,한경면 낙수로 228-9,20211123
한경면,서림채,한경면 금등4길 136-2,20211123
한경면,한원소담,한경면 한원감길 19,20211123
한경면,자유자재,한경면 용금로 477,20211123
한경면,신창여관,한경면 성굴로 41,20211123
한경면,이영이영2020판포,한경면 판포1길 7-27,20211123
한경면,보롬제주,한경면 성굴로 35-1,20211123
한경면,FULLLL MOON,한경면 용금로 818-10,20211123
한경면,요이땅빠삐스튜디오,한경면 고산로 19,20211123
한경면,잰틀맨펜션,"한경면 일주서로 4010-2, A동",20211123
한경면,팽나무1949,한경면 낙수로 139,20211123
한경면,오늘도제주,한경면 불그못로 228,20211123
한경면,가치더함,한경면 녹차분재로 674,20211123
한경면,풀빌라린,한경면 조수1길 17,20211123
한경면,그늑,한경면 용수길 169-2,20211123
한경면,여름이네민박,한경면 두모9길 2-7,20211123
한경면,이영이영2020신창,한경면 신창2길 8,20211123
한경면,금등리 예쁜집,한경면 금등2길 28,20211123
한경면,반디헌,한경면 판조로 370,20211123
한경면,판포레스트,한경면 금등대안3길 48-13,20211123
한경면,저지차경,한경면 수동4길 1-5,20211123
한경면,판포하숙,한경면 판포중2길 7-5,20211123
한경면,채송화펜션,한경면 판포1길 21,20211123
한경면,저지안트레,한경면 용금로 667-1,20211123
추자면,금양민박,추자로24-6,20211123
추자면,서경이네민박,대서4길26-7,20211123
추자면,궁궐민박,대서2길29,20211123
추자면,등대민박,대서2길35,20211123
추자면,사계절민박,신양2길12,20211123
추자면,훈이네민박,추자로471,20211123
추자면,사수민박,영흥3길45-3,20211123
추자면,동운민박,대서4길12,20211123
추자면,태성민박,추자로 54-1,20211123
추자면,나바론민박,추자로76-1,20211123
추자면,해송민박,영흥1길20-2,20211123
추자면,다도민박,묵리2길95,20211123
추자면,가고파민박,묵리2길17-1,20211123
추자면,물돌이민박,추자로561,20211123
추자면,별장민박,대서1길9-6,20211123
추자면,유림민박,신양2길28,20211123
추자면,아름다운펜션민박,영흥4길62,20211123
추자면,후포민박,대서5길54,20211123
추자면,동일민박,대서1길9,20211123
추자면,해성민박,추자로54-3,20211123
추자면,고려민박,영흥4길 70-2,20211123
추자면,아이콘민박,신양서길42-17,20211123
추자면,유창민박,추자로 46-1,20211123
추자면,그린민박,대서6길6-5,20211123
추자면,블루오션민박,추자로16-2,20211123
추자면,레몬이네민박,대서6길46,20211123
추자면,추자피싱랜드민박,신양4길18,20211123
추자면,조은민박,대서4길 6,20211123
추자면,갤러리민박,신양서길 42-2,20211123
추자면,밀물민박,추자로106-1,20211123
추자면,영흥민박,영흥2길21-2,20211123
추자면,에벤에셀민박,대서5길9,20211123
추자면,그린민박투,대서6길6-5,20211123
추자면,다미네민박,추자로32,20211123
추자면,봉골레하우스민박,추자로94-1,20211123
추자면,이레민박,신양1길22-9,20211123
추자면,신등대민박,추자로12,20211123
추자면,고모네민박,대서4길6-1,20211123
추자면,내사랑추자야민박,추자로104-2,20211123
추자면,미원민박,영흥2길7,20211123
추자면,추자도체험휴양민박,석두리길4,20211123
추자면,추자도민박,묵리2길37-7,20211123
추자면,서울민박,영흥2길28-1,20211123
추자면,추사랑민박,석두리길 58,20211123
추자면,청정고을민박,대서1길6,20211123
추자면,추자도에코하우스민박,추자로657,20211123
추자면,유심이감성하우스민박,추자로 78,20211123
추자면,한아름민박,대서5길 19-11,20211123
추자면,인추자커피앤민박,추자로 20-1,20211123
추자면,추자힐링랜드,추자로445,20211123
추자면,무지개민박,영흥1길 14,20211123
추자면,추자대물민박,추자로 507,20211123
추자면,봉골레투민박,대서3길 40,20211123
추자면,엘림민박,대서6길 69,20211123
추자면,추자 올레,대서2길23,20211123
추자면,아름다운 소녀의집,석두리길 66,20211123
추자면,강원민박,추자로 505,20211123
추자면,추자짱민박,영흥1길 2-3,20211123
추자면,쌍둥이민박,대서4길 24,20211123
추자면,추자섬민박2,대서6길 73,20211123
추자면,후포봉골레민박,대서5길 86,20211123
추자면,추자스테이민박,추자로 585,20211123
우도면,동굴 리조트,제주시 우도면 우도해안길 1132,20211123
우도면,섬 하얀성 민박,제주시 우도면 우도해안길 254,20211123
우도면,하얀산호 민박,제주시 우도면 우도해안길 144,20211123
우도면,하늘이 민박,제주시 우도면 우도해안길 216-2,20211123
우도면,샌드힐스테이,제주시 우도면 우도해안길 248,20211123
우도면,지현 민박,제주시 우도면 우도해안길 794,20211123
우도면,해오름 민박,제주시 우도면 우도해안길 830,20211123
우도면,노을사랑 민박,제주시 우도면 우도해안길 408,20211123
우도면,썬비치 민박,제주시 우도면 우도해안길 810,20211123
우도면,로뎀가든 민박,제주시 우도면 우도해안길 264,20211123
우도면,로그하우스,제주시 우도면 우도해안길 262,20211123
우도면,홍조바다,제주시 우도면 우도해안길 254,20211123
우도면,칠백민박,제주시 우도면 조일길 102,20211123
우도면,명원민박,제주시 우도면 상우목길 86,20211123
우도면,우도피아,제주시 우도면 영일진사길 51-40,20211123
우도면,우도쉼팡,제주시 우도면 우도로 7,20211123
우도면,초원민박,제주시 우도면 우도로 225,20211123
우도면,뽀요요민박,제주시 우도면 우도해안길 128,20211123
우도면,다올민박,"제주시 우도면 우도해안길 288, A동",20211123
우도면,소섬바당,제주시 우도면 우도로 190,20211123
우도면,어해촌,제주시 우도면 우도로 86,20211123
우도면,151하우스,제주시 우도면 우도로 151,20211123
우도면,우도사랑민박,제주시 우도면 우목길 82-2,20211123
우도면,해안길민박,제주시 우도면 우도해안길 690,20211123
우도면,우영팟민박,제주시 우도면 천진동길 27,20211123
우도면,봉자게스트하우스민박,제주시 우도면 영일길 156-32,20211123
우도면,경화민박,제주시 우도면 천진길 62,20211123
우도면,산호성민박,제주시 우도면 연평리 2481-3,20211123
우도면,전원민박,제주시 우도면 우목길 104,20211123
우도면,힐링펜션민박,제주시 우도면 우도비양길 53-8,20211123
우도면,백악관 민박,제주시 우도면 우도해안길 816,20211123
우도면,우도사랑채민박,제주시 우도면 우도비양길 96-36,20211123
우도면,우도래요민박,제주시 우도면 우도해안길 360,20211123
우도면,달그리안민박,제주시 우도면 삼양고수물길 76,20211123
우도면,송우네민박,제주시 우도면 우도로 8-22,20211123
우도면,비양길100번지민박,제주시 우도면 우도비양길 100,20211123
우도면,우도비양루민박,제주시 우도면 우도해안길 920,20211123
우도면,바람이야기민박,제주시 우도면 우도해안길 828,20211123
우도면,우도푸른바다민박,제주시 우도면 하우목길 64,20211123
우도면,아라펜션민박,우도면 우도해안길 800,20211123
우도면,로빈앤블루민박,제주시 우도면 우도해안길 856,20211123
우도면,제주우도해안민박,제주시 우도면 우도해안길 476,20211123
우도면,돌담길민박,제주시 우도면 하우목길 8-10,20211123
우도면,우도해바라기민박,제주시 우도면 영일길 156-35,20211123
우도면,우도하얀산호민박,제주시 우도면 우도해안길 144,20211123
우도면,스테이소도,제주시 우도면 우도해안길 496-1,20211123
우도면,하얀고래,제주시 우도면 우도로 286-1,20211123
우도면,하루하우스,제주시 우도면 우도해안길 388,20211123
우도면,우도사이판,제주시 우도면 우도해안길 808,20211123
우도면,스테이인 우도,제주시 우도면 삼양고수물길 53-49,20211123
우도면,노닐다민박,제주시 우도면 우도해안길 84-3,20211123
우도면,소섬하우스,제주시 우도면 천진길 35-8,20211123
우도면,돌채,제주시 우도면 우목길 60-3,20211123
우도면,애기해녀,제주시 우도면 우도해안길 782-10,20211123
우도면,하우목길52,우도면 연평리 2311-1,20211123
우도면,등머울 민박,제주시 우도면 안비양길 35,20211123
우도면,땅콩펜션게스트하우스,제주시 우도면 영일길 156-12,20211123
우도면,달봉이민박,제주시 우도면 우도해안길 636,20211123
우도면,가온민박,"제주시 우도면 우도해안길 288, B동",20211123
우도면,루나민박,제주시 우도면 삼양고수물길 36,20211123
우도면,바람나들목,제주시 우도면 우도로 297,20211123
우도면,우도머뭄,제주시 우도면 조일길 44,20211123
우도면,드론랜드게스트하우스,제주시 우도면 영일길 115-31,20211123
동지역,가까이에 파도소리,제주시 연대마을길 44(외도동),20211123
동지역,제주궁전,제주시 도리로 100(이호동),20211123
동지역,선화우,제주시 연사2길 39(오라동),20211123
동지역,추억만들기,제주시 용해로 123(용담이동),20211123
동지역,훼밀리성,제주시 감수북길 36(삼양동),20211123
동지역,몽돌바당,제주시 내도3길 10(외도동),20211123
동지역,바다추억,제주시 용해로 27(용담이동),20211123
동지역,제주사랑터울,제주시 어영길 25(용담이동),20211123
동지역,이호해변,제주시 테우해안로 176(이호동),20211123
동지역,아랑존,제주시 서해안로 486-1(용담이동),20211123
동지역,낙원비치하우스,제주시 한북로 157-1(아라동),20211123
동지역,섬민박,제주시 도리로 20(이호동),20211123
동지역,코스트웨이,제주시 용해로 21(용담이동),20211123
동지역,비치조아A동,제주시 서흘길 7(삼양동),20211123
동지역,이호비치,제주시 테우해안로 148(이호동),20211123
동지역,탐라민박,제주시 현사안길 35(이호동),20211123
동지역,테마하우스,제주시 백포북길 24(이호동),20211123
동지역,나무향기,제주시 도리로 62(이호동),20211123
동지역,푸른농원민박,제주시 해안마을2길 25-3(해안동),20211123
동지역,내도바당,제주시 내도중길 9-7(내도동),20211123
동지역,해뜨는집,제주시 서해안로 234(도두동),20211123
동지역,플로라,제주시 도리로 78-2(이호동),20211123
동지역,리버풀,제주시 도두봉6길 13(도두동),20211123
동지역,아리스토캣,제주시 서해안로 518(용담이동),20211123
동지역,바다마을,제주시 도두항길 4-6(도두동),20211123
동지역,아림민박,제주시 서해안로 456-8(용담삼동),20211123
동지역,올래민박,제주시 테우해안로 166(이호동),20211123
동지역,부르네,제주시 서해안로 376(용담삼동),20211123
동지역,미래하우스,제주시 서해안로 224-10(도두동),20211123
동지역,오등체험민박,제주시 오등14길 8-11(오등동),20211123
동지역,두리민박,제주시 설촌로10길7-1(삼양동),20211123
동지역,오션파크 민박,제주시 도두항서길 53(도두동),20211123
동지역,스카이팬션 민박,제주시 도두항서7길 24(도두동),20211123
동지역,순옥이네 민박,제주시 도공로 8(도두동),20211123
동지역,블루비치 민박,제주시 도두항서길 59(도두동),20211123
동지역,검은모래민박,제주시 원당로5길 36(삼양동),20211123
동지역,바다향기,제주시 서흘길 24(삼양동),20211123
동지역,정다운민박,제주시 선사로6길 16(삼양동),20211123
동지역,씨앤텔,제주시 월대3길31(외도동),20211123
동지역,도브민박,제주시 벌랑길 55(삼양동),20211123
동지역,등대민박,제주시 도공로 28(도두동),20211123
동지역,자인민박,제주시 월대1길 10(외도동),20211123
동지역,하와이펜션민박,제주시 도두봉2길 75(도두동),20211123
동지역,백록담민박,제주시 번영로 557(봉개동),20211123
동지역,실크로드,제주시 용해로 21-4(용담이동),20211123
동지역,사수동민박,제주시 신사수2길 11-1(도두동),20211123
동지역,진비치하우스,제주시 서해안로 456-4(용담삼동),20211123
동지역,신혼하우스,제주시 서해안로 488-8(용담삼동),20211123
동지역,e하우스,제주시 신사수2길 11-1(도두동),20211123
동지역,비빔채민박,제주시 서흘길 16(삼양동),20211123
동지역,제주길라임민박,제주시 도두봉6길 27(도두동),20211123
동지역,이호민박,제주시 백포남길 62-1(이호동),20211123
동지역,마니주민박,제주시 서해안로 248(도두동),20211123
동지역,바다드림 민박,제주시  어영길 18-9(용담삼동),20211123
동지역,타오하우스 민박,제주시 도두봉6길  9-1(도두동),20211123
동지역,아텔리아빌,제주시 내도9길 8-1(내도동),20211123
동지역,절물길 민박,제주시 명림로 10-1(봉개동),20211123
동지역,절물길B 민박,제주시 명림로 10-1(봉개동),20211123
동지역,섬뜰민박,제주시 용해로 21-5(용담삼동),20211123
동지역,러브터울민박,제주시 어영길 23(용담삼동),20211123
동지역,대원길민박,제주시 대원길 123(오등동),20211123
동지역,바다그린하우스,제주시 용마서1길 23(용담삼동),20211123
동지역,까망모래,"제주시 원당북로 11, 1층(삼양동)",20211123
동지역,별마로 민박,제주시 항골남길 32-16(이호동),20211123
동지역,가연이네 주말농장,제주시 진목3길 59(봉개동),20211123
동지역,피스테라화이트민박,제주시 벌랑6길 18-1(삼양동),20211123
동지역,마치,제주시 내도중길 25(외도동),20211123
동지역,e좋은민박,제주시 서해안로 149(도두동),20211123
동지역,제주로와,"제주시 제원길 16, 2층(연동)",20211123
동지역,골든비치,제주시 서해안로 486-3(용담삼동),20211123
동지역,간드락게스트하우스,제주시 간월동로 12(아라동),20211123
동지역,쉼표민박,제주시 서해안로 504(용담삼동),20211123
동지역,제주올래로(1동),제주시 일주서로 7335-1(외도동),20211123
동지역,니하오게스트하우스,제주시 진남로 32(화북동),20211123
동지역,쉼드림,제주시 원당로5길 12(삼양일동),20211123
동지역,빌림,제주시 오래물길 23(도두동),20211123
동지역,제주게스트하우스쑤기야,제주시 원당로7길 5-1(삼양일동),20211123
동지역,우미지민박,제주시 설촌로12길 22(삼양이동),20211123
동지역,반하크라,제주시 명림로 61(봉개동),20211123
동지역,공항길,제주시 용마서길 24-11(용담삼동),20211123
동지역,제주올레로 STAR(2동),제주시 일주서로 7335-3(외도동),20211123
동지역,비아제주스테이,제주시 삼무로9길 11(연동),20211123
동지역,제주푸른밤민박,제주시 설촌로10길 12(삼양이동),20211123
동지역,오해피데이,제주시 도두봉2길 25(도두동),20211123
동지역,화랑,제주시 해안마을7다길 100-30(해안동),20211123
동지역,제주 901,제주시 1100로 2977-10(노형동),20211123
동지역,바다사랑채,제주시 테우해안로 132(이호동),20211123
동지역,봉쟈,제주시 진동로 81(화북일동),20211123
동지역,하얀등대,제주시 어영길 64-14(용담삼동),20211123
동지역,제주향,제주시 서해안로  468-3(용담삼동),20211123
