name,addr,intro,tag,facility
제주 29애월풀빌라,제주특별자치도 제주시 애월읍 중산간서로 5411,"주식회사 레저가온은 국내 레저산업을 이끄는 기업으로 증도26, 제주29, 렌트카, 카페가온, 솔루텍가온에서 건설, 통신까지 다양한 산업을 이끄는 그룹입니다.제주29 풀빌라는 방문해주시는 모든 분들께 진심으로 감사드리며, 좀더 편안한 휴식 공간이 될 수 있도록 전 직원이 최선을 다하도록 노록하겠습니다.","주차가능
개별바베큐
조식운영
수영장(온수/미온수)
풀빌라
복층구조
세미나실","개별바비큐· 1세트 50,000원(그릴+철망+장갑+숯+호일)· 숯 추가 10,000원· 현장결제복층풀빌라수영장(온수/미온수)[객실전용 풀장]· 스탠다드 : 냉수 100,000원 (현장결제)· 디럭스: 냉수(70,000원) , 온수(약32~35도) 100,000원 (현장결제)· 스페셜 : 냉수 (100,000원) (현장결제)* 스탠다드 객실 수영장이 디럭스 객실 수영장보다 크기가 커 물 사용량이 많아 금액 차이 발생합니다.· 온수는 외부기온에 따라 약2시간~4시간 가량 유지됩니다.· 객실전용 풀장 이용시 현장결제 및 사전예약 필수[야외수영장]· 야외수영장(냉수)은 하절기에 운영 됩니다.세미나실조식서비스· 이용시간 오전 08:30~09:30· 금액 1인 10,000원· 조식 서비스 이용시 현장결제 및 사전예약 필수주차가능펜션즐기기[기타시설]· 전기차충전기"
서귀포 에코스위츠펜션,제주특별자치도 서귀포시 중문상로 207-13,안녕하세요 서귀포 에코스위츠펜션입니다.본 숙소는 세이프스테이 캠페인에 참여하는 합법숙소입니다.사업자등록번호: 616-27-46642,"스파/월풀/욕조
애견동반
주차가능
조식운영
바베큐
독채객실","스파/월풀독채객실바비큐장반려동물조식서비스· 이용시간 : 7시30분 ~ 9시00분· 이용요금 : 1박 이용시 조식은 1인당 5,000원입니다.· 구비항목 : Continental Style 토스트, 시리얼, 과일, 삶은 달걀, 우유, 주스, 커피, 차, 요거트, 쿠키 등· 사용 장소 : 로비라운지주차가능펜션즐기기· 로비라운지 : 24시간 열려있습니다.(단, 22시~07시에는 다른 투숙객을 위해 예의를 지켜주세요.)[주변관광지]· 쇠소깍 : 20.02km· 올레5코스 : 32.19km· 올레6코스 : 18.83km· 표선해수욕장 : 46.95km· 성산일출봉 : 58.35km· 정방폭포 : 16.49km· 상기 안내된 거리는 자동차 기준으로 표기된 점 참고 부탁드립니다."
서귀포 스테이디앤디풀빌라,제주특별자치도 서귀포시 대정읍 노을해안로 216-7,*리조트 객실은 집합건물로 화재 위험성이 높아 개별바비큐 이용이 불가합니다.일상에 특별한하루를 더하가.안녕하세요 서귀포 STAYDAY&DAY풀빌라입니다.,"스파/월풀/욕조
주차가능
개별바베큐
수영장(온수/미온수)
풀빌라
바베큐
와이파이
복층구조
독채객실
커피숍","스파/월풀개별바비큐복층·유아, 아동 동반 시 안전에 유의바랍니다.독채객실· 프라이빗한 객실에서 사랑하는 가족이나 친구와 함께 행복을 찾아보세요.IPTV/WiFi·객실에서 데이터 걱정 없이 빠르고 편리하게 인터넷을 즐겨보세요!·사용 가능 객실 : 전 객실 이용 가능풀빌라수영장(온수/미온수)· 무더운 여름! ?? 수영장에서 더위 피해가세요~!· 운영 일자 : 독채 (1년365일 온수풀 사용 가능) / 리조트 8월말까지 사용 가능· 이용 장소 : 독채 : 개별수영장 / 리조트 : 공용수영장 (8월말 까지)· 이용 요금 : 무료 / 온수풀 이용시 80,000원 (현장결제)· 운영 시간 : 입실 시~ 오후 22:00· 복장 : 수영복감성카라반/프리미엄(VIP룸) 이용고객만 사용가능·이곳에서 력셔리와 빈티지 감성 동시에 즐기기·2인 침실, 온수풀 바로앞 위치·풀빌라와 독립된 공간으로 활용가능카니발 캠핑카/프리미엄(VIP룸) 2박이상 이용고객만 사용가능·카니발 캠핑카로 카크닉 즐기기·이용시간 : 체크인~체인아웃까지 이용가능·예약시 이용시간과 사용문의후 이용해 주세요폴라로이드 카메라 무료대여/프리미엄(VIP룸) 이용고객만 사용가능·해시테그 업로드시 감성 폴라로이드 카메라무료 대여(필름5매 포함)->4인기준·카메라 모델명 : 인스탁스 미니 에보(mini evo)픽업서비스 /프리미엄(VIP룸) 이용고객만 사용가능PREMIUM(VIP룸) 2박이상 숙박시 픽업가능(별도비용)/미리예약시 이용가능AM 10:00~PM16:00까지 6명 픽업가능※ 이용 시 유의사항· 안전에 유의하시기 바랍니다.바비큐장·위치 : 개별 바비큐장·이용 시간 : 입실 시 ~ 21:00시 까지·이용 요금 : 30,000원 (현장결제)·유의 사항 : 바비큐 이용을 원하시는 분은 펜션으로 사전 문의 바라며, 화재에 유의하시기 바랍니다.·리조트동 이용 고객은 화재 위험이 높아 바비큐 이용불가합니다.카페주차가능·펜션 내에 주차 가능한 공간이 있습니다.펜션즐기기*리조트 객실은 집합건물로 화재 위험성이 높아 개별바비큐 이용이 불가합니다."
서귀포 청리조트,제주특별자치도 서귀포시 중산간서로157번길 68,"★오픈이벤트 : 7/15까지 객실요금 할인 이벤트★리뷰리벤트 : 리뷰를 남겨주신 고객님께 아메리카노 두잔을 무료로 제공해드립니다!범섬 앞 바다가 한 눈에 내려다 보이는, 아름다운 풍류라운지, 清(청)청은 서귀포 범섬 앞바다를 조망하는 바다뷰 리조트입니다.철판 퓨전 이탈리안레스토랑, 카페, 공연(매일 12,13,18,19시), 라운지(20시부터 마감까지)도 같이 운영하고 있어다양하게 신선하고 제주의여유를 느끼시기에도 안성맞춤입니다.숙박고객님들 한해서는 레스토랑 이용시 10%할인적용도 하고있습니다.주변이 귤밭으로 둘러싸여 있고 올레길 7-1코스와 강창학 종합경기장이 있습니다.서귀포 자연휴양림, 중문 관광단지, 천지연 폭포 , 정방 폭포가 반경 10Km 이내 있어 관광하시기 좋습니다.길 건너편에는 신시가지가 잘 형성되어 있어 맛집이 많고(맛집 : 문치비, 화고 - 흑돼지)근처 1키로 이내에 이마트 스타벅스 맥도날드가 있습니다또한 아름다운 범섬 뷰의 바다를 바라보며 힐링할 수 있습니다","스파/월풀/욕조
애견동반
주차가능
개별바베큐
독채객실
매점/편의점
레스토랑
커피숍","스파/월풀개별바비큐· 숯불 바비큐 : 25,000원(현장결제)· 가스 버너 바비큐 : 5,000원(현장결제)· 바비큐 이용시간 : 16시~22시까지· 18시 이전까지 요청 필수독채객실카페철판 퓨전 이탈리안레스토랑, 카페, 공연(매일 12,13,18,19시), 라운지(20시부터 마감까지)도 같이 운영하고 있어다양하게 신선하고 제주의여유를 느끼시기에도 안성맞춤입니다.매점/편의점- CU 서귀중흥S점 : 도보 13분 소요- 이마트 서귀포점 : 차량 5분 소요레스토랑반려동물* 애견동반안내 ( 예약 전 사전 전화문의 필수)- 1박 1마리당 10,000원 (5kg 미만), 15,000원 (5kg 이상~13kg 미만) 13kg이상 대형견은 불가능한점 참고바랍니다.- 짖음이 너무 심하거나, 불안으로 인한 물고 뜯고 긁는 습관이 있는 애견은 예약 불가능합니다.- 룸 내에서 가구 가전등 기물이 파손될시 보상료가 부과되며 , 금액은 기물별로 변동합니다. ( 중문 또는 실내나무문 200만원 / 식탁 또는 의자 100만원 / 커텐 50만원 / 침구 30만원 등)- 실내 ( 룸 / 건물 내 복도 / 건물 내 계단 / 건물 벽 ) 마킹할 시 30만원의 과태료 부과됩니다. 마킹하는 애견일 경우 기저귀 착용 필수 입니다.- 문제가 발생될시 자진으로 말씀 주셔야 하며 , 퇴실 후 관리자로부터 발견하게되면 보상금액의 2배를 요구합니다.[ 리조트 청은 애견을 환영하지만 , 견주님의 부주의로 인한 애견사고문제 발생 시 책임을 물고있으며 응하지 않아줄시 법적대응을 하고있습니다 ]주차가능펜션즐기기★리뷰리벤트 : 리뷰를 남겨주신 고객님께 아메리카노 두잔을 무료로 제공해드립니다!★오픈이벤트 : 7/15까지 객실요금 할인 이벤트숙박고객님들 한해서는 레스토랑 이용시 10%할인적용도 하고있습니다.[관광지 및 편의시설]- 제주월드컵경기장 : 차량 7분 소요- 제주올레길7코스 : 차량 10분 소요- 황우지해안 : 차량 13분 소요- 중문색달해수욕장 : 차량 15분 소요"
제주 화이트하우스펜션,제주특별자치도 제주시 서해안로 380,,"주차가능
오션뷰
객실금연",오션뷰객실금연주차가능
제주 머문펜션 (개별 편백나무 사우나 추가금 없음),제주특별자치도 서귀포시 대정읍 일주서로2100번길 51-16 104동,,"주차가능
오션뷰
야외수영장
풀빌라
독채펜션
와이파이
복층구조
야외테라스
객실금연
기본양념
상비약",독채펜션복층IPTV/WiFi오션뷰야외테라스객실금연풀빌라야외수영장야외 개별 수영장 이용료 : 3만원기본양념상비약주차가능
서귀포 걷다보면윤노리낭펜션,제주특별자치도 서귀포시 성산읍 성읍정의현로32번길 42-20,안녕하세요.서귀포 걷다보면윤노리낭펜션입니다.,"프리미엄펜션
주차가능
개별바베큐
수영장
와이파이
복층구조
독채객실
객실금연","개별바비큐● 바비큐 이용 안내▷ 숯+그릴 요금 : 30,000원 (2인 기준)▷ 이용 장소 : 펜션 내▷ 이용 시간 : 18시~21시까지▷ 예약 : 입실 후 현장 예약▷ 현장 결제이며, 화재에 유의하시기 바랍니다.복층● 유아, 아동 동반 시 안전에 유의 바랍니다.독채객실IPTV/WiFi● 객실에서 데이터 걱정 없이 빠르고 편리하게 인터넷을 즐겨보세요!▷ 사용 가능 객실 : 전 객실 이용 가능객실금연프리미엄펜션수영장● 이용 안내▷ 운영 기간 : 하절기▷ 이용 요금 : 무료▷ 자세한 내용은 펜션 문의주차가능● 주차 가능한 공간이 있습니다."
"제주 써니펜션 (BBQ 맛집,돌고래 전망 바닷가앞)",제주특별자치도 제주시 구좌읍 해맞이해안로 2232,"써니펜션은 성산일출봉과 우도가 한눈에 보입니다.탁 트인 오션뷰를 만끽하며 즐기는 휴식. 상상만 해도 기분이 좋아지지 않나요?써니펜션은 이 기분 좋은 상상을 현실로 즐길 수 있는 곳이에요.성산일출봉과 우도가 한눈에 보이는 바다 앞에 위치한 써니펜션은 전 객실 오션뷰가 펼쳐져요.탁 트인 뷰를 보면 마음까지 탁 트이고 상쾌해지는 동시에 자연스레 힐링이 된답니다.저녁에는 오션뷰를 감상하며 프라이빗한 바비큐 파티를 즐길 수 있는데요.시원하게 펼쳐진 바다, 철썩이는 파도 소리에 바비큐의 풍미가 더해져 오감이 만족스러워요.머무르는 동안 푸른 바다를 만끽할 수 있는 곳, 성산일출봉과 우도의 멋진 뷰를 감상할 수 있는써니펜션에서 잊지 못할 제주 여행을 시작해보세요.*에디터 Tip전 객실 개별 바비큐가 가능해요.하도해수욕장까지 차량 4분이 소요돼요.성산일출봉까지 차량 10분이 소요돼요.*MD의 TIP: 사장님이 초벌해주시는 BBQ가 제주도에서 제일 맛있는 음식이었습니다.","주차가능
개별바베큐
해수욕장인근
독채펜션
와이파이
트윈베드
독채객실
패밀리","개별바비큐· 이용 장소 : 개별 바비큐· 이용 시간 : 18시 ~ 22시까지· 숯 제공 시간 : 20시 마감※ 숯+그릴 요금 : 20,000원 (2인 기준) / 30,000원 (3~4인 기준) / 패밀리룸 40,000원 (4인기준)1인 추가 시 5,000원 추가 비용 발생예약 : 현장 문의※ 이용 시 유의사항· 바비큐 이용 시 화재에 유의 바랍니다.· 개인 숯, 그릴, 가스 절대 사용 불가합니다.-독채펜션-독채객실· 독채 객실에서 나만의 시간을 만끽해 보시기 바랍니다.-IPTV/WiFi· 전 객실 무선인터넷 사용이 가능합니다.-트윈베드-주차가능펜션 내 주차는 1객실 1대만 가능합니다.-패밀리-해수욕장인근· 하도해수욕장-펜션즐기기[주변 즐기기]· 성산일출봉 차량 10분· 우도 도보 30초· 종달항 차량 1분· 하도철새도래지· 월정해수욕장· 섭지코지/아쿠아플라넷· 비자림· 레일바이크"
제주 애월사랑펜션( 리모델링완료),제주특별자치도 제주시 애월읍 존손이굴길 58 (하가리),"제주펜션 제주사랑을 방문해주신 여러분께 감사드립니다.제주사랑 펜션은 아직도 미완의 펜션입니다.여러분의 발자취 하나하나가 예쁜 벽돌이 되어 차곡차곡 쌓여아름다운 펜션으로 거듭나고 있는 중입니다.제주사랑을 찾는 모든 분들이 이 곳에서 진정한 여행의 의미를 찾고,사랑하는 이와의 추억을 담아 가시길 진심으로 기원합니다.","주차가능
바베큐
와이파이
복층구조","복층· 복층 객실은 유아, 아동 동반 시 안전에 유의바랍니다.IPTV/WiFi· 객실에서 데이터 걱정 없이 빠르고 편리하게 인터넷을 즐겨보세요!바비큐장· 바베큐 숯, 그릴대여 30,000원 (4인기준) 1인추가시 5,000원입니다.· 그릴대여 10,000원 (그릴과 토치만 대여하는 비용입니다.)· 예약 : 펜션 사전 문의· 주의사항 : 태풍, 바람을 동반한 우천 시 사용 불가주차가능[전기차 충전가능]1회 충전비용 10,000원펜션즐기기[연박 할인]· 2일 이상 연박 시 할인 혜택 제공· 할인 요금 및 예약 : 펜션 문의[한달살기]· 2인 숙박비 1,099,000원, 관리비 200,000원· 3인 숙박비 1,299,000원, 관리비 300,000원· 예약 : 펜션 문의· 공동 세탁실 이용 가능, 침구 주 1회 교체 가능[주변관광지]· 눈오름 2.2km· 곽지 해수욕장 7.4km· 제주 불빛정원 12.4km· 이호태우 해수욕장 15.0km※ 상기 안내된 거리는 자동차 기준으로 표기된 점 참고 부탁드립니다."
제주 아쿠아뷰티크풀빌라(월정리),제주특별자치도 제주시 구좌읍 해맞이해안로 526,"Aqua는 라틴어(영어)로 물, Beautique는 Beautiful과 Boutique의합성어입니다. Aqua BEAutique의 슬로건은 BEA(Beautiful Experience for All) 로써, 모두에게 아름다운 경험을 제공하고싶은 마음을 표현했습니다.스트레스가 가득한 바쁜 일상을 벗어나 아름다운 푸른 해변, 청결한 스테이 및 개인 풀까지 모두 동시에 즐기기에는 기존 호텔 및 풀빌라는 비용이 다소 부담되어 특별한 날 이외에는 사용하기 어려웠을 것으로 사료됩니다.아쿠아뷰티크는 불필요한 공간 및 부대시설을 축소함으로써 숙박 요금을 모든 대중들에게 알맞게, 스테이는 알차게 커스터마이징 되었습니다. 아쿠아뷰티크의 객실은 봄 여름 가을 가동되는 개인 풀이 있으며 100% 바다 전망은 물론, 풀빌라 위치 특성상 삼면바다가 시야의 180도를 가득 채우고 있습니다.200미터 채 안되는 위치에 보석 에머랄드 빛깔의 월정리 해수욕장이 한 눈에 보이는 그 경관은 사진으로 표현하기에는 너무 아깝고 현장에서 혼자보고 그냥 지나치기에는 더아깝습니다. 꼭 사랑하는 이들과 함께 보시길 바랍니다.","프리미엄펜션
주차가능
개별바베큐
오션뷰
조식운영
수영장(온수/미온수)
풀빌라
해수욕장인근
바베큐
독채펜션
트윈베드
독채객실
패밀리
객실금연","개별바비큐· 이용요금 : 2 ~ 3인 기준 30,000원 / 4 ~ 5인기준 40,000원(그릴, 숯, 쌈장, 소금장, 김치, 밥, 가위, 집게, 와인잔(오프너) 제공· 기상상황에 따라 취소 될수 있음· 객실 내부에서는 취사 불가독채펜션독채객실오션뷰트윈베드객실금연풀빌라프리미엄펜션수영장(온수/미온수)· 미니풀 미온수· 이용요금: 7만원, 30도 (체크인 전날까지 사전예약 시 사용가능 / 입실 당일 오전 10시까지 취소 가능 / 온수 2박 이상 예약 시 1박당 6만원)· 12월~3월까지는 수영장, 미온수 이용 불가· 요청사항에 기입하셔서 온수신청하셨어도, 최소 체크인 전날까지는 유선으로 원하시는 시간과 함께 신청부탁드립니다.· 미니풀 미온수 과정 : 청소/풀히팅 6시간이상 소요 (기상에 따라 취소 될수 있음 [비, 바람, 날씨 15도 이하])· 추가: 수건 / 물 : 장당 / 개당 1000원바비큐장조식서비스주차가능패밀리해수욕장인근"
제주 돌담이우다펜션,제주특별자치도 제주시 한림읍 명상로 26,"안녕하세요. 제주 돌담이우다펜션입니다.돌담이우다 펜션은 실제 할머니가 사시던 제주 돌담집을 개조하여 만든 숙소입니다.한 번 방문하면 꼭 재방문 하고 싶어지는 저희 돌담이우다에서 진짜 제주의 옛 감성을 느껴보시길 바랍니다.53여년전 제주에서 내노라 하는 일류 석공들이 모여 완성한 고택을 내부만 리모델링하여 만든 제주다운 제주스러운 고집스러운 펜션입니다.그 어느 타 펜션보다도 넓은 1,200평 규모의 잔디 정원과 잘 정돈된 정원수, 모래놀이터, 야외 바베큐, 수영장, 사방을 돌담으로 쌓은 울타리는 제주스러운 포토존으로 함께 즐길 수 있습니다.정원에서 볼 수 있는 청명한 저녁 노을은 한폭의 동양화입니다.돌담이우다 펜션은 안끄레, 밖끄레라는 두 채의 독채 펜션으로 이루어져 있습니다.안끄레는 제주도 말로 '안채'라는 뜻이고, 밖끄레는 제주 방언으로 '바깥채'라는 뜻입니다.안끄레는 2룸과 함께 퀸사이즈침대 2개가 있고, 차룸과 넓은 거실이 잘 되어 있어 최대 10명까지도 소화 가능합니다.밖끄레는 1룸에 퀸사이즈침대와 넓은 거실로 최대 4인까지 가능합니다.두 채 모두 수건, 삼다수, 음료수 3종류, 스타벅스 커피머신 커피 3종류 전부 넉넉히 무료로 제공하며, 세탁기&건조기 구비되어 있습니다.반려견 마리 수, 키로 수 제한없이 입실 가능한 돌담이우다 펜션으로 사랑하는 반려견과 함께 제주여행을 계획해 보는건 어떨까요?","애견동반
주차가능
수영장
키즈
바베큐
독채펜션
와이파이
야외테라스
독채객실
객실금연","독채펜션독채객실IPTV/WiFi야외테라스객실금연수영장- 6-10월에만 가능, 미리 전화예약 후 현장결제 (20,000원)바비큐장- 20,000원 (인원 제한 없음)반려동물- 반려동물 마리당 20,000원 (2마리까지 가능/현장결제)주차가능키즈- 모래놀이터"
제주 바다위에펜션,제주특별자치도 제주시 애월읍 일주서로 7219-1,"저희 바다위에 펜션은 바다가 정원입니다.자잘한 제주석과 흰 갈매기 떼, 저녁 노을이 어우러져 한 폭의 수채화를 그려냅니다. 무인까페에서 아름다운 바다를 바라보며 당신의 이야기를 들려주세요. 코발트빛 바다정원을 거닐며 파도의 속삭임을 들어보세요. 당신의 제주 여행에 깨끗하고 아늑한 펜션, 그림같은 바다 정원을 선물로 드립니다.","스파/월풀/욕조
주차가능
개별바베큐
바베큐
와이파이
복층구조
독채객실
커피숍","스파/월풀· 스파 이용시 별도요금 : 30,000원단 스파룸 2박이상 연박시 스파 1회 무료 서비스 이벤트 진행중 !· 기준인원 초과 1인당 10,000원개별바비큐· 바베큐그릴 사용대여료 4인기준 20,000원복층독채객실IPTV/WiFi바비큐장· 바비큐 이용시 사전예약 및 문의 부탁드립니다· 바베큐 그릴 사용 대여료 4인기준 20,000원·옥상라운지, 바다 앞, 1층테라스, 1층 데크 모두 4곳의 바비큐장으로 편리하게 이용 가능하십니다.·제공사항 : 그릴, 석쇠, 장갑, 숯, 가위, 집게 (단 고기 또는 야채 등은 직접 준비하셔야 합니다.)·날씨상황에 따라 이용이 제한될 수 있습니다.카페주차가능전기차 충전가능(완속, 유료)펜션즐기기[주변관광지]·애월해안로·더럭분교·이호테우해변·카멜리아힐·한담해안산책로·용두암·곽지과물해변·큰노꼬메오름"
"서귀포 힐링스파펜션(스파사우나무료, 비대면입실)",제주특별자치도 서귀포시 안덕면 사계로114번길 53-27,"★ 15시 이전 전화 혹은 문자 체크인 요청을 꼭 현장으로 연락 주셔야 체크인 안내 가능합니다.★사전 현장 으로 연락이 안될 시 체크인 안내가 불가 할 수 있어 꼭 연락 부탁 드립니다.-힐링스파펜션은 산방산 뷰를 보며 스파를 즐길 수 있습니다.산방산까지 도보 1분! 힐링스파펜션은 산방산 앞에 위치한 펜션으로듬직하게 우뚝 솟아있는 산방산 뷰가 인상적인 곳이에요.산방산 바로 앞에 위치해 있다보니 빠지는 객실없이 모든 객실에서 이 멋진 뷰를 볼 수 있어요.테라스에는 스파가 구비되어 있어 산방산을 바라보며 스파를 즐기기에 제격인데요.마치 노천 온천을 즐기는 것처럼 프라이빗하고 편안하게 힐링할 수 있답니다.스파로는 부족하다고 생각되면 2층 복도에 있는 원적외선 사우나를 이용해보세요.2인용 미니 사우나로 연인이 함께 즐기기에 제격이며 사전 문의만 하면 무료로 이용할 수 있어 좋아요.혹, 온천을 즐기고 싶으신 분들은 차량 3분 거리에 산방산 탄산온천이 있어온천까지 제대로 즐기실 수 있습니다.*에디터 Tip전 객실 스파 이용 및 입욕제 제공이 무료에요. (202호 객실은 스파가 없습니다.)넷플릭스 이용 가능해요!","스파/월풀/욕조
주차가능
수영장
바베큐
무료영화(OTT)
와이파이
상비약","스파/월풀· 베란다에서 산방산을 바라보며 즐기는 힐링스파!!· 전객실 무료 이용가능 (202호 객실에는 스파가 없으니, 예약 시 참고 부탁드립니다.)· 입욕제는 펜션에서 무료로 제공해드립니다. (제공되는 입욕제 외에 다른제품은 사용 불가합니다)-IPTV/WiFi· 전 객실 무선인터넷 사용이 가능합니다.-무료영화(OTT)· 전객실 넷플릭스 이용 가능합니다.-수영장· 무더운 여름, 수영장이야 말로 진정한 힐링! 힐링스파 안에서 시원한 수영을 즐겨보세요!· 야외수영장 23.08.01~23.08.31까지 운영· 이용 시간 : 입실 후 ~ 오후 7시 전까지· 수영장 크기 : 8*4m / 수심 : 1.2m· 수영복 착용 여부: 반팔+반바지 가능※ 주의사항1. 영유아 및 어린이 이용 시 보호자 동반 필수2. 수영장 안에서 음식물 섭취 불가3. 썬텐오일 바른 후 샤워 후 이용바랍니다.-바비큐장· 힐링스파펜션 바비큐장은 셀프로 자유롭게 이용이 가능합니다.· 바비큐 이용 시간 : 입실 후 ~ 오후 11시까지· 바비큐 이용 금액 : 무료!· 제공 품목 : 화로대 2개(선착순 이용), 가위, 집게, 식기류 제공· 이 외 숯, 번개탄, 토치, 일회용품 등은 제공되지 않습니다.※바비큐 이용 시 주의사항1. 야외 바비큐장으로 우천시 혹은 바람이 많이 불 경우, 바비큐 이용이 불가합니다.2. 개인화기 사용금지, 어린이와 함께 이용 시 안전에 주의 바랍니다.3. 바비큐장 이용 후 남은 음식물과 주변 정리 정돈 부탁드립니다.-상비약· 고객님의 안전을 위해 비상약을 구비하고 있습니다. (이용 시 관리실 문의)-주차가능· 주차 가능한 공간이 마련되어 있습니다.-펜션즐기기Tip!외출 후 반드시 손 소독제 또는 손을 깨끗하게 씻어 주세요!여행 후 힐링스파펜션만의 따뜻한 스파와 사우나에서 지친 몸을 풀어주세요!-[2인용 삼나무 원적외선 사우나]· 2층 복도에 위치해 있는 원적외선 사우나 무료 이용가능!· 사우나 이용 시 사전문의 바랍니다. (사전 문의 주시면 이용시간에 맞춰 이용 가능할 수 있도록 해드립니다)-[인근 마트]· 건물 옆 GS25편의점이 있습니다.· 화순 하나로마트 차량 5분거리-[주변 관광지]· 산방산 (도보 1분거리)· 탄산온천· 마라도/가파도 여객터미널 (차량 5분거리)· 사계해수욕장 (차량 5분거리)"
